start,duration,text
0.0,13.34," All right, everyone."
13.34,1.7200000000000006, Let's get started.
15.06,4.700000000000001," So today's lecture will be on this thing called dictionaries, and it's not the dictionaries"
19.76,2.879999999999999, that our parents and grandparents used.
22.64,5.039999999999999," Notice I never actually used regular book dictionaries either, maybe once in my entire"
27.68,2.0, life.
29.68,2.479999999999997, But it's actually on a Python dictionary.
32.16,5.440000000000005," So this is going to be a new data type that we have not worked with before, but it'll"
37.6,4.199999999999996, be a compound data type much like we've seen lists and tuples to be.
41.8,4.280000000000001, It's just going to be very different than lists and tuples.
46.08,7.960000000000001," So before I introduce a bunch of syntax and what a Python dictionary is, let's try to"
54.04,4.280000000000001, just motivate the need for such a data structure.
58.32,2.6000000000000014, So suppose we have the following problem.
60.92,5.159999999999997," We've been dealing with this problem in many of our lectures, but we once again want to"
66.08,3.1599999999999966, store student information.
69.24,6.579999999999998, So let's say we want to store great information for a bunch of students.
75.82,4.900000000000006," With what we know so far, we can store information using lists."
80.72,4.799999999999997, It's a very reasonable data structure to use because we might get new students in the class.
85.52,2.4000000000000057," Students might drop, grades might change, things like that."
87.92,3.799999999999997, So let's use this mutable data structure list.
91.72,5.400000000000006," Let's say we want to store names of students and their grades in the class, like their"
97.12,1.1599999999999966, final letter grade.
98.28,4.480000000000004," Additionally, we can store things like micro quiz grades and p-sets grades."
102.76,3.0600000000000023," But for now, let's just assume we're storing just the names and the final grades in the"
105.82000000000001,1.0, class.
106.82000000000001,4.97999999999999," So if we do this using lists, one reasonable way to store this information is by saying,"
111.8,3.480000000000004," well, I'm going to have a list of all the names of the students in my class."
115.28,3.5999999999999943, I'm going to have a list of all the grades of these students in the class.
118.88,6.820000000000007," And I'm basically going to go index by index and make the rule that says, at a particular"
125.7,3.5400000000000063," index, I'm storing all the information related to this one person."
129.24,1.759999999999991, So I have index zero here.
131.0,3.4000000000000057, I'm storing the name of the student and their grade.
134.4,4.319999999999993," At index one, I'm storing the name of that student, John, and their grade."
138.72,3.3600000000000136," At index two, I'm storing the name of that student and their grade."
142.08,2.4799999999999898, And at index three and so on and so on.
144.56,5.139999999999986," So I now basically have to remember that for a particular index, I am storing all the"
149.7,4.5800000000000125, information related to that student.
154.28,4.840000000000003," OK, so seems like a reasonable way to do this."
159.12,5.199999999999989, Now let's say that I wanted to look up the grade for a particular student.
164.32,4.0800000000000125, So I write this function called get grade.
168.4,1.4000000000000057, It takes in some parameters.
169.8,2.9599999999999795, So the first thing it'll take in is the name of the student.
172.76,1.8400000000000034," So Anna, for example."
174.6,4.759999999999991, And I would pass in the list of all the names in my class and the list of all the grades
179.35999999999999,1.0, in the class.
180.35999999999999,3.240000000000009, So these are these two lists that I've previously created.
183.6,2.359999999999985, So these get passed in to this function.
185.95999999999998,4.360000000000014," So you can imagine if we have a list of everybody at MIT, these lists are going to be pretty"
190.32,2.9199999999999875, large that we're passing in as parameters.
193.23999999999998,4.360000000000014, How do we actually grab the letter grade associated with a student?
197.6,7.0," Well, we're going to use the fact that the letter grade for the student at index I is"
204.6,8.319999999999993, in the grade list is going to be grabbing the letter grade for the student at that same
212.92,1.960000000000008, index in the name list.
214.88,6.039999999999992, So we have to figure out this particular student being passed in here what index they're
220.92,2.0, at in the names list.
222.92,1.8799999999999955, So that's what this line of code is doing.
224.79999999999998,7.280000000000001," It's using this index function on the name list with a parameter, for example, Anna."
232.07999999999998,5.039999999999992, So this will return for us the index where Anna is in my list.
237.11999999999998,5.840000000000003," So from the previous example, it's going to say that it's going to turn the number zero"
242.95999999999998,4.280000000000001, because Anna is stored in the name list at index zero.
247.23999999999998,5.240000000000009," So now that I have that index in hand, stored in variable I, I can just index into the"
252.48,3.4799999999999898, grade list at that same index.
255.95999999999998,4.8799999999999955, So I can get grades list at index zero will return for me the grade that I got for that
260.84,4.400000000000034, particular class or whatever we're storing here.
265.24,3.3999999999999773, And then we just return the two-pole student comma grade.
268.64,2.160000000000025," So this becomes really messy, right?"
270.8,4.839999999999975, I already mentioned that if I have a list of a whole bunch of students for a really large
275.64,5.399999999999977," class or the entire university, then it becomes really unwieldy to just keep passing in"
281.03999999999996,1.240000000000009, all these lists.
282.28,4.920000000000016, And if I have in addition all these micro quiz lists and all these problem-set lists that
287.2,4.399999999999977," also store additional information for the student, I then have to pass those in for their"
291.59999999999997,2.160000000000025, respective functions.
293.76,2.9599999999999795," And so it gets really messy, right?"
296.71999999999997,3.079999999999984, Writing these functions that retrieve this information.
299.79999999999995,3.8000000000000114," And additionally, if we're mutating these lists like if a new student comes in and we"
303.59999999999997,3.840000000000032," need to add all their information, I need to make sure to update every single one of these"
307.44,1.5600000000000023, lists that I'm maintaining.
309.0,5.680000000000007," If a student leaves, or drops the class, I need to remember to remove that index from all"
314.68,1.5199999999999818, of these different lists.
316.2,6.439999999999998," So really, really messy situation that we could get into by using this method to store information"
322.64,2.400000000000034, about students.
325.04,2.759999999999991, So let's try a different approach.
327.8,4.399999999999977," Instead of using all of these different lists, let's say that we're going to store everything"
332.2,2.5200000000000387, in a master list.
334.72,1.839999999999975, So we're not storing many lists.
336.56,3.2800000000000296, We'll just store one list for the grades in the class.
339.84000000000003,5.279999999999973, And the way it'll be stored according to this in the slide is going to be this grades
345.12,1.0, list.
346.12,3.840000000000032," Okay, so this is one list with three elements in it."
349.96000000000004,4.039999999999964," And you can imagine if we have more students, we would just put all these students in this"
354.0,1.5200000000000387, master list.
355.52000000000004,4.439999999999998, So what is each one of these student elements?
359.96000000000004,3.3600000000000136," Well, each student element is itself a list."
363.32,5.319999999999993," So already I've got my master list, and each element within this list is also a list."
368.64,3.7200000000000273," So this is a list for Eric, a list for Anna, and a list for John."
372.36,2.5600000000000023, These are variable names.
374.92,2.599999999999966, What are these lists going to be comprised of?
377.52,2.6399999999999864," Well, they will be comprised of three things."
380.15999999999997,2.480000000000018," So notice, right, two commas here."
382.64,1.9600000000000364, So the first thing is their name.
384.6,4.639999999999986, The second thing is another list containing their problem-sec grades.
389.24,6.759999999999991, And I'm kind of using this element of that list to denote what that set of numbers
396.0,1.1999999999999886, represents.
397.2,5.1200000000000045," And then another list as my third element being for the micro, being the scores for the"
402.32,1.0, micro quiz grades.
