start,duration,text
0.0,21.240000000000002," All right, so let's get started on today's lecture."
21.240000000000002,5.359999999999999, So today we're going to be doing one of two lectures on the topic of recursion.
26.6,2.3599999999999994, And you may or may not have heard of recursion.
28.96,7.200000000000003, It's a programming technique and a way to algorithmically solve problems.
36.160000000000004,7.039999999999999, It's not something that's going to come easy because it's going to force our brain to think
43.2,5.239999999999995, about problems that we've seen in a completely different way.
48.44,5.040000000000006," So you don't have to use recursion if you don't want to, but there will be problems where"
53.48,6.200000000000003, the idea of recursion and applying or writing recursive code is going to come a lot more
59.68,4.600000000000001, naturally than writing code that we have been so far.
64.28,3.5600000000000023," But I'm just warning you, it's going to take a little bit of kind of forgetting everything"
67.84,5.319999999999993, we've learned about loops and things like that to train our brain to think recursively
73.16,2.200000000000003, for the next two lectures.
75.36,4.0," To help you, we will have an interactive portion of today's lecture."
79.36,5.439999999999998, So think about whether you want to come up on stage or whatever this is the front and
84.8,3.200000000000003, be a part of the interaction.
88.0,6.840000000000003," You'll be forever immortalized in the open course where, awesome, I love it, on the open"
94.84,3.9599999999999937, course where it videos.
98.8,2.239999999999995, All right.
101.03999999999999,6.200000000000003, So let's think about iterative algorithms that we've seen so far.
107.24,5.0," So iterative algorithm basically means we are writing code that has a loop within it,"
112.24,1.0, right?
113.24,3.9200000000000017," So either a for loop or a while loop, writing code with these for loops or while loops"
117.16,1.6799999999999926, lead to iterative algorithms.
118.83999999999999,6.840000000000003," So things that do some task, some for some repetition."
125.67999999999999,5.959999999999994, So the idea of iterative algorithm is that there are some variables that capture the
131.64,1.8000000000000114, state of the computation.
133.44,5.439999999999998," So each time through the loop, these variables will change their value, essentially capturing"
138.88,3.240000000000009, what the values are at each step in the loop.
142.12,4.47999999999999," So when we're writing these iterative algorithms, we basically think about what is something"
146.6,3.960000000000008," that's changing each time through the loop, like we keep running some, like that's the"
150.56,2.319999999999993," easiest example, right?"
152.88,5.400000000000006," What is a variable that's changing each time through the loop, kind of like a counter that"
158.28,3.5200000000000102, keeps track of how many times we've been through a loop?
161.8,1.0, And do you stop?
162.8,5.0," So for for loops, you stop after you've exhausted a sequence for while loops, you stopped when"
167.8,2.4399999999999977, you have a condition that becomes false.
170.24,4.199999999999989," And then at the end of the loop, you have some sort of result that you've been storing"
174.44,3.5600000000000023, and accumulating or changing each time through the loop.
178.0,1.3600000000000136, So that's an iterative algorithm.
179.36,3.1999999999999886, And we've been working with these a lot.
182.56,6.280000000000001," So to show you, we're going to go through the next few slides showing you an iterative algorithm"
188.84,1.3200000000000216, to do multiplication.
190.16,2.3600000000000136," It's going to be very, very simple."
192.52,7.559999999999974," But we're also then after going to look at the same problem, which is doing multiplication,"
200.07999999999998,1.6000000000000227, but in the context of recursion.
201.68,4.399999999999977, And hopefully that gives you a sense for how we think about the exact same problem we're
206.07999999999998,5.600000000000023," trying to solve, multiplying two numbers together in a completely different way."
211.68,2.759999999999991, So this is not the function that I want to write with iteration.
214.44,5.1200000000000045," I don't want to create a function named molt and then return a star B, right?"
219.56,2.039999999999992, I don't want to use the built-in function.
221.6,5.200000000000017," I want to assume that I don't know how to do a star, a multiplication."
226.8,4.719999999999999," And so instead, what I'm going to do is I'm going to rely on, let's say I know how to"
231.52,1.4799999999999898, do addition.
233.0,6.680000000000007, I'm going to rely on the idea of addition to actually write my multiplication function.
239.68,4.039999999999992, So let's think about how to make multiplication iterative.
243.72,6.840000000000003," We can have a loop that adds a to itself b times, right?"
250.56,2.960000000000008, That is the definition of multiplication.
253.52,3.4799999999999898, So let's write a function that does this using a for loop.
257.0,2.6000000000000227, Then we'll write it using a while loop.
259.6,3.919999999999959," With a for loop, we're going to write this iterative algorithm."
263.52,4.240000000000009," It's capturing the state of the computation, just like we said we should."
267.76,5.759999999999991," So the for loop will iterate, will have my sort of range of values being from zero"
273.52,3.9599999999999795, to B. So we're going to repeat this loop b times.
277.47999999999996,4.520000000000039," The variable total is capturing my state of the computation, right?"
282.0,4.479999999999961, It's keeping track of what the total is at each step through my loop.
286.47999999999996,3.640000000000043," At the end of the loop, I return the total."
290.12,4.159999999999968," So very, very simple iterative function here."
294.28,1.8799999999999955, Now let's think about another iterative solution.
296.16,7.519999999999982," Instead of keeping a loop variable b that goes from zero all the way up to b, or what"
303.68,1.0, was my loop variable?
304.68,3.640000000000043," And I think, yeah, instead of keeping a loop variable and that goes from zero to b,"
308.32000000000005,1.3599999999999568, let's work our way backward.
309.68,2.7200000000000273, And this time let's use a while loop just for fun.
312.40000000000003,4.680000000000007, Let's say that I'm going to start at b and count down to zero.
317.08000000000004,5.680000000000007," So again, repeating some task b times."
322.76,5.279999999999973, So what I'm going to do is I'm going to have some counter that starts at b and decreases
328.03999999999996,2.240000000000009, down to zero.
330.28,3.8000000000000114," Again within my loop, I have to keep track of the result."
334.08,4.759999999999991, So my total in the previous code is now being called result in this code.
338.84,4.439999999999998, And so what I'm going to do is my iteration will start right at zero and then I'm going
343.28,4.080000000000041, to keep adding a to itself b times.
347.36,2.7199999999999704, So the code looks like this.
350.08,2.839999999999975, I've got my while loop this time instead of a for loop.
352.91999999999996,4.840000000000032, I'm going to start out with knowing what b is and I'm going to decrease b by one each time
357.76,2.1999999999999886, through the loop.
359.96,3.0400000000000205, So here I've got b equals b minus 1.
363.0,3.7999999999999545, So that's capturing the state of the counter at each iteration.
366.79999999999995,4.920000000000016, The result just like the total in the previous slide is capturing the state of my sum at
371.71999999999997,1.920000000000016, each time through the iteration.
373.64,2.1200000000000045, And at the end I return result.
375.76,6.160000000000025," So hopefully very simple, very review code here."
381.92,5.279999999999973, But now let's look at the code in a recursive sense.
387.2,2.5600000000000023, So here let's not look at the code yet.
389.76,5.800000000000011, But let's think about is there some thing that we're repeating over and over and over
395.56,1.0, again?
396.56,3.680000000000007," If we recognize it, we can think recursively."
400.24,3.6399999999999864, So let's try to figure out this recursive pattern.
403.88,3.7200000000000273, So I work best with example like actual numbers.
407.6,7.239999999999952," So instead of using an abstract a and b, let's use a as 5 and b as 4 as an example."
414.84,4.1200000000000045," So let's say I want to use the star operator, that's basically the function I'm trying to"
418.96,4.960000000000036," implement, the star operator between 5 and 4."
423.92,6.359999999999957," So in the iterative sense we said that's 5 plus 5 plus 5 plus 5, adding 5, 4 times."
430.28,5.240000000000009," The idea of recursion is that we're trying to take our original problem, which is using"
435.52,8.199999999999989," the star operator between two numbers and try to solve a very similar problem, if not"
443.71999999999997,4.439999999999998," the same, but in slightly changed way."
448.15999999999997,7.399999999999977," So instead of saying I'm going to multiply 5 by 4, what I will do is recognize that 5 times"
455.64,8.720000000000027," 4, which is my original problem, can be rewritten by extracting out one of my 5's."
464.36,6.839999999999975, So I'm going to take a 5 out and add it to 5 times 3.
471.2,2.2800000000000296, So this is my recursive pattern.
473.48,6.8799999999999955," I'm using the star operator between 5 and some number, but if I extract a 5 out, I can"
480.44,6.920000000000016," use the star operator between 5 and a slightly smaller number, one less than 4."
487.36,5.920000000000016," Well, what if I do what about 5 times 3?"
493.28000000000003,2.7199999999999704, Can I do the same thing again?
496.0,1.3199999999999932," I can, right?"
497.32,6.080000000000041," For 5 times 3, I can again notice that I can extract the 5 out again and I have 5 plus"
503.40000000000003,2.1200000000000045, 5 times 2.
505.52,4.519999999999982," And then I can do the same thing again to figure out what 5 times 2 is, I can again extract"
510.03999999999996,6.279999999999973, a 5 out and be left with 5 times 1 or 5 star 1.
516.3199999999999,5.1200000000000045," And so notice the thing inside the box is basically me solving my original problem, which"
521.4399999999999,6.040000000000077," is using the star operator between 5 and some number, but that number is changing each"
527.48,3.7199999999999136, time on each line.
531.2,4.32000000000005," At some point, I can say this problem is so easy that I know the answer."
535.5200000000001,5.279999999999973," So 5 star 1, so a number multiplied with 1, is just the number itself."
540.8000000000001,4.600000000000023," And so at that point, I can say I don't need to continue dividing my problem into smaller"
545.4000000000001,1.599999999999909, and smaller pieces.
547.0,4.5200000000000955," So just to bring the point home, let's use parentheses to illustrate sort of which pieces"
551.5200000000001,1.6399999999999864, I'm replacing where.
553.1600000000001,5.759999999999991," So I've got my original problem, applying the star operator in the multiplication on 5"
558.9200000000001,1.3199999999999363, and 4.
560.24,10.879999999999995, I extract the 5 out and I recognize that I can have 5 plus and then solving 5 star 3.
571.12,1.67999999999995," I need to have some trust here, right?"
572.8,5.82000000000005," I don't know what 5 star 3 is, but if I decompose that problem in the exact same way, I can"
578.62,7.17999999999995, extract the 5 out of that and add it to 5 star 2.
586.8,2.919999999999959, So the thing in the box is our equivalent.
589.7199999999999,4.32000000000005," And then again, 5 star 2, I'm going to recognize this is the same problem I've been trying to"
594.04,1.0, solve.
595.04,5.67999999999995," Let's apply the same solution, which is to extract a 5 out and add it to the multiplication"
600.7199999999999,3.6800000000000637, of 5 star 1 less.
604.4,2.919999999999959," So again, the 2 boxes are equivalent."
607.3199999999999,5.32000000000005," So this idea here where we're recognizing the same problem and dividing it, dividing it,"
613.64,5.639999999999986," having this trust that at some point, we're going to divide it so much that we've reached"
619.28,5.919999999999959, a fundamental fact that we can solve is this divide step.
625.1999999999999,5.920000000000073, So we're going to divide it all the way down here where I've got 5 plus 5 star 1.
631.12,5.079999999999927," At this point, I can say, well, 5 star 1 is going to be 5."
636.1999999999999,2.9200000000000728, This is a basic fact that I can just solve.
639.12,2.080000000000041, I don't need to divide this problem any further.
643.04,4.519999999999982," So once I solve this fact, I can start building back up my answer."
647.56,8.280000000000086, And I can start passing the answer back up the chain of multiplication calls.
655.84,4.559999999999945," So if I'm at this step here and I figured out that this is 5 star 1, this 5 star 1 is equal"
660.4,3.8799999999999955," to 5, I can just replace it with the 5."
664.28,7.2000000000000455, And then I can build up the solution to this 5 star 2 because now 5 star 2 is just 5 plus 5.
673.64,3.32000000000005, So this is going to be 10.
676.96,1.599999999999909, It's just simple addition.
678.56,4.639999999999986," There's no more multiplication, which is the thing that we were trying to avoid."
683.1999999999999,2.6000000000000227, So then the 5 star 2 gets replaced with 10.
685.8,5.1200000000000045, And I'm still building back up my solution until I get to the 5 star 4.
690.92,4.519999999999982," So I was trying to figure out what 5 star 3 is, but before I could do that,"
695.4399999999999,3.2000000000000455, I had to solve the rest of the two lines beneath it.
698.64,1.4400000000000546, But now I can finally solve it.
700.08,2.2799999999999727, It's just 5 plus 10.
702.36,2.5599999999999454, That's the similar problem I was trying to solve.
704.92,3.800000000000068, So I can replace the 5 star 3 with 15.
708.72,4.519999999999982," And finally, my original problem was trying to figure out 5 star 4."
713.24,7.720000000000027, And now I can finally solve it because I finally built back up my solution as 5 plus 50.
720.96,4.7999999999999545, Any questions about these steps should be pretty straightforward.
725.76,3.9200000000000728, I know it's a weird roundabout way of figuring out what the answer is.
729.68,4.399999999999977, But what I'm trying to get at is trying to recognize the problem that we're trying to solve.
734.0799999999999,4.720000000000027, And then solving a very similar problem just slightly changed.
738.8,6.240000000000009," In this case, we're multiplying 5 star 1 less than what we were just trying to figure out."
745.04,5.67999999999995," So in terms of the recursion for this particular problem, multiplying A with B,"
750.7199999999999,5.960000000000036, we recognize that A star B is going to be A plus A plus A plus A B times.
756.68,6.159999999999968," If we extract an A out, just like when we extracted the 5 out and added it to something else,"
762.8399999999999,5.920000000000073," we'll recognize that that's just A plus A plus A plus A plus A plus A, B minus 1 times."
768.76,1.759999999999991, Right?
770.52,1.3999999999999773, Okay?
771.92,8.919999999999959," Well, that A plus A plus A B minus 1 times is just our original problem just multiplying A with B minus 1."
780.8399999999999,1.0, Okay?
781.8399999999999,2.6399999999999864, So this is my recursive step.
784.48,4.7999999999999545, We recognize that A star B is equal to A plus A star B minus 1.
789.28,9.240000000000009," So I'm using the same operation I'm trying to find here, down here, in my quote unquote solution."
798.52,6.920000000000073," But this is not the end of recursion because if I just had this as my definition,"
805.44,1.9599999999999227, then I would have infinite recursion.
807.4,1.8799999999999955, I don't have a way to stop.
809.28,4.440000000000055," And so this recursive step in conjunction with a base case,"
813.72,6.559999999999945," something that we know fundamentally about the star operator, is going to give us our solution."
820.28,5.600000000000023," So we knew on the previous slide when we multiply A with 1, we just get back A."
825.88,7.639999999999986," So our base case, very simple case of multiplication between A and B is going to be 1B is 1."
833.52,4.280000000000086, And that's going to be A times B is equal to A.
837.8,6.279999999999973, So these might look like the mathematical definitions that you might come up with in a math class.
844.0799999999999,1.4800000000000182," And we have them right here, right?"
845.56,4.919999999999959," So if B is not equal to 1, A times B is A plus A times B minus 1."
850.4799999999999,5.360000000000014," And then the base case, right, is when B is equal to 1, A times B is equal to A."
855.8399999999999,7.600000000000023," So with these two lines, we can actually come up with the code,"
863.4399999999999,4.159999999999968, the programming version of this function.
867.6,5.159999999999968," So here, we're creating a function named Moltrecker."
872.76,2.6800000000000637," And its parameters are going to be A and B, right?"
875.44,2.759999999999991, So I'm multiplying A with B.
878.2,6.240000000000009, And I have to encode these two cases when B is 1 and otherwise.
884.44,2.0799999999999272, So we usually start with the base case.
886.52,2.1200000000000045, It's the simplest to think about.
888.64,3.1200000000000045," So when B is 1, A times B is equal to A, right?"
891.76,4.680000000000064," So when if B is equal to 1, then what is A times B?"
896.44,1.1200000000000045," It's just A, right?"
897.5600000000001,5.080000000000041," So the function can just immediately, immediately, return A."
902.6400000000001,2.599999999999909," Else, so that's our base case."
905.24,4.0," Else, this is going to be our recursive step."
909.24,4.360000000000014," We're not going to return A, but we will return this, right?"
913.6,2.9200000000000728, A plus A star B minus 1.
916.5200000000001,3.199999999999932," Well, the A is just A plus."
919.72,6.680000000000064," And this, the star operator between A and B minus 1, is just the function again."
926.4,4.759999999999991, Isn't that really cool?
931.16,7.360000000000014, We're using the function name in the body of this function that we're defining.
938.52,4.519999999999982, And it's not a problem because the parameter to the 1 at bottom and
943.04,2.919999999999959," the recursive step is changing, right?"
945.9599999999999,3.1200000000000045, I'm not calling Moltrecker with A comma B again.
949.0799999999999,3.560000000000059, That would be very silly of me because that would lead to infinite recursion.
952.64,2.7999999999999545, I'm not making any progress towards a base case.
955.44,3.080000000000041, But I am calling it with B minus 1.
958.5200000000001,5.759999999999991," So this function will just keep calling Moltrecker with A with B, B minus 1,"
964.2800000000001,2.759999999999991," B minus 2, B and 3 and so on until it gets to B as 1."
967.0400000000001,3.840000000000032, And then it'll build back up the solution just like we had in the slides with all
970.8800000000001,3.8799999999999955, the parentheses that we were replacing.
974.7600000000001,2.2399999999998954, So let's step through the Python tutor.
977.0,4.480000000000018, And I will show you how it actually looks when we make all these function calls.
981.48,2.800000000000068, And then we'll do another example.
984.28,4.960000000000036," So here I've got Moltrecker with A is, I think I ran it,"
989.24,4.360000000000014," with 5 and 4, just like the one we've been looking at."
993.6,2.67999999999995, So this is going to be my main function.
996.28,5.559999999999945," It makes a function called to Moltrecker, excuse me, 5 comma 4."
1001.8399999999999,3.6800000000000637," So my A is 5 and my B is 4, right?"
1005.52,4.360000000000014, This is this little blue thing here is one function environment.
1009.88,3.6000000000000227," Like when I draw boxes on my slides that are orange, they do them in blue."
1015.28,4.7999999999999545," OK, now in this function call, what do we do?"
1020.0799999999999,1.5200000000000955, Is B1?
1021.6,0.7199999999999136, No.
1022.3199999999999,5.680000000000064, So we go in the else case and we return 5 plus what happens next?
1028.0,1.0, Does anyone know?
1033.0,1.0, Yeah.
1034.0,2.0, The Moltrecker is going to run again.
1036.0,1.4800000000000182, It's a AS5.
1037.48,1.0399999999999636, It's a AS3.
1038.52,4.160000000000082," Yes, Moltrecker will run again with AS5 and BS3, exactly."
1042.68,2.839999999999918," It is a function call, right?"
1045.52,5.519999999999982," So as a function call, we are going to create a new environment."
1051.04,3.3600000000001273, So here's another box.
1054.4,4.7999999999999545," My previous box is currently hung up, right?"
1059.2,3.5599999999999454," It cannot finish because it's trying to figure out what A,"
1062.76,4.039999999999964, what 5 plus the result of this function call is.
1066.8,1.6000000000001364," But this one's not done yet, right?"
1068.4,4.839999999999918, It's still figuring out it's result.
1073.24,4.800000000000182, So we've put that one on hold and now we're trying to figure out Moltrecker 5 comma 3.
1078.0400000000002,1.6399999999998727," Well, what is Moltrecker 5 comma 3?"
1079.68,2.240000000000009, It's going to be B is not 1.
1081.92,14.6400000000001, So this one will also go in this else and it'll return 5 plus what?
1096.56,1.5199999999999818, Exactly.
1098.08,3.3600000000001273," The function call when B becomes 2, exactly."
1101.44,3.479999999999791," But notice, it is another function call, right?"
1104.9199999999998,3.400000000000091," So here I have, boom, another box."
1108.32,4.0," Now I've got two function calls, this original one back here,"
1112.32,3.759999999999991," and this, which was waiting on this one that I've highlighted here."
1116.08,5.6400000000001, But now this one that I've highlighted here had to make another function call down here.
1121.72,3.439999999999827, So I've got currently three function calls in the works
1125.16,3.7200000000000273, that are trying to figure out what their results are.
1128.88,5.0," All right, finally, this Moltrecker 5 comma 2 is going to make another function call."
1133.88,5.759999999999991," So it's B is not 1, so we're going to go into the else."
1139.64,2.160000000000082, And what is its else going to say?
1141.8000000000002,7.479999999999791, We're going to return 5 plus and it's another function call.
1149.28,2.7200000000000273, So now I'm four function calls deep.
1152.0,5.279999999999973," And I haven't done any sort of visible work, right?"
1157.28,6.440000000000055, I've just kept kind of kicking the can down the road to try to figure out what the values are.
1163.72,5.639999999999873, And everybody's waiting for somebody else to finally return a value.
1169.36,5.080000000000155, So this first one is waiting for the one right underneath it to return a value.
1174.44,3.240000000000009, But this one is waiting for the one underneath it to return a value.
1177.68,3.0, And this one is waiting for the one underneath it to return a value.
1180.68,2.240000000000009, That's the chain of calls.
1182.92,1.6800000000000637, What's this last one going to do?
1184.6000000000001,3.240000000000009, Is it going to make another function environment?
1187.8400000000001,6.919999999999845," No, it's going to return a, which is 5."
1194.76,2.6400000000001," OK, there's my return value 5."
1197.4,4.0, So this one will return the 5 to whoever called it.
1201.4,2.0799999999999272, And whoever called it was this one here.
1203.48,2.7200000000000273," Moltrecker 5 comma 2, right?"
1206.2,7.559999999999945, 5 comma 2 was trying to figure out what 5 plus this bottom function call was.
1213.76,3.7999999999999545," Well, now it can figure out that it's going to be 5 plus 5."
1217.56,2.800000000000182, So its return will be 10.
1220.3600000000001,4.199999999999818, This one returns a value up one level to whoever called it.
1224.56,2.160000000000082, And that was Moltrecker 5 comma 3.
1226.72,3.7999999999999545, And now Moltrecker 5 comma 3 can finish its job.
1230.52,4.320000000000164," It was trying to figure out what 5 plus its function call was,"
1234.84,1.6800000000000637, which is we figured out is 10.
1236.52,3.0799999999999272, So this one can figure out its 15.
1239.6,7.319999999999936," And finally, this last value can return back up to the original function call 5 comma 4."
1246.9199999999998,8.160000000000082," And 5 comma 4 will return 5 plus the 15 that got returned, which is 20."
1255.08,6.3599999999999," OK, questions about what just happened."
1261.4399999999998,2.160000000000082, Does everything make sense?
1263.6,1.3199999999999363, All right.
1264.9199999999998,4.120000000000118," OK, so let's look at one more example."
1269.04,2.119999999999891," I mean, we'll look at a few more examples this lecture."
1271.1599999999999,3.2000000000000455, But let's look at a real-world example for now.
1274.36,4.599999999999909, This one will hopefully illustrate the difference between iterative algorithms
1278.9599999999998,3.3600000000001273, and recursive algorithms in a more real-life setting.
1282.32,9.920000000000073," So let's assume that in this real world, setting a student asks for regrade for an exam."
1292.24,5.559999999999945," In an iterative setting, we have basically one function call, right, regrade,"
1297.8,1.0, or whatever you want to call it.
1298.8,2.160000000000082, There's my student.
1300.96,3.3999999999998636, How is the student going to iteratively get the regrade?
1304.36,7.2000000000000455," Well, the student will be in charge of basically looping through each staff member, right?"
1311.56,5.240000000000009," So the student goes to the instructor and says, can I have a regrade please?"
1316.8,3.240000000000009," OK, the instructor may have graded one problem, maybe they didn't,"
1320.04,5.039999999999964," but they will regrade the problem that, you know, maybe they were in charge of."
1325.08,4.440000000000055," Then the student will go to the next person on staff, the TA."
1329.52,2.0799999999999272, Can I have a regrade please?
1331.6,3.5599999999999454," Let's say the TA maybe regrades the problem they were in charge of, maybe they didn't,"
1335.1599999999999,5.600000000000136," but in any case, they'll give the score back or they'll answer, you know, the students' request."
1340.76,2.839999999999918, The student then goes to the next person on staff.
1343.6,4.080000000000155," The lab assistant, can I have a regrade please?"
1347.68,4.079999999999927," The lab assistant might regrade the problemally in charge of, you know, whatever,"
1351.76,1.6400000000001, gives the grade back to the student.
1353.4,3.759999999999991, The student is keeping track of all these regrades scores that they're getting
1357.16,2.519999999999982, to kind of figure out what their new total score is.
1359.68,6.559999999999945," And finally, the student might go to the grader who did probably most of the work,"
1366.24,7.240000000000009," asks for the regrade, the grader will do tofully agree to do the regrade and pass back the values."
1373.48,6.559999999999945," So here, notice the student is in charge of iteratively going to every single person on staff"
1380.04,2.160000000000082, and getting the result back.
1382.2,2.759999999999991, And the student is keeping track of what their new score is.
1384.96,5.639999999999873," Obviously, the staff members will too for the purposes of assigning grades, but the student is as well."
1390.6,4.440000000000055," So the student's basically adding up all these values, but there is only one function call."
1395.04,5.360000000000127, So I've denoted the function call using just this black circle here.
1400.4,1.4399999999998272," Okay, so that's iteration, right?"
1401.84,3.7200000000000273, We know how to do that. We've been doing this for a really long time in this class.
1405.56,3.9200000000000728, But now let's look at the same problem recursively.
1409.48,4.079999999999927," So in recursion, we've got these two steps, right?"
1413.56,6.279999999999973," There's the problem of decreasing our original problem into smaller problems, right?"
1419.84,3.6800000000000637, Until we reach some sort of base case.
1423.52,7.0," And then at that point, we have the task of building back up our answer."
1430.52,6.160000000000082," So in the recursive setting, again, I've got my one function call to regrade on behalf of the student."
1436.68,5.879999999999882," But the student will only interact with one person, maybe the instructor."
1442.56,2.9200000000000728, The student will not interact with anybody else in staff.
1445.48,4.920000000000073," The student will just go up to the instructor and say, hey, I would like a regrade for this exam."
1450.4,4.559999999999945," Okay, now the student is going to wait, right?"
1454.96,4.279999999999973, The instructor is also a function call to regrade.
1459.24,2.6800000000000637, So maybe the instructor didn't do any of the grading.
1461.92,3.240000000000009, But the instructor will make their own function call to the TA.
1465.16,3.439999999999827, Can you please regrade this exam?
1468.6,1.6800000000000637, The TA may be graded one problem.
1470.28,1.7999999999999545, They'll keep track of the problem they need to grade.
1472.08,1.9200000000000728, But there are other problems that need to be graded.
1474.0,5.0, So the TA will then ask make their own function call to the lab assistant.
1479.0,2.4400000000000546, Maybe the lab assistant graded some problems.
1481.44,6.839999999999918, And then the lab assistant will also make further the request sort of passing along the function call to the grader.
1488.28,5.759999999999991, So we have the task of doing the regrading as a function being passed along all of the staff members.
1494.04,7.880000000000109," Okay, when we reach the base case, which is the last, the greater that needs that probably knows."
1501.92,3.959999999999809, Probably graded the last question.
1505.8799999999999,5.240000000000009," We've got the answer being passed back up the chain of function calls, right?"
1511.12,2.3600000000001273," So the grader will say, all right, I've graded my problem."
1513.48,1.6800000000000637, There's nobody else I need to ask.
1515.16,1.8399999999999181, So here's my score.
1517.0,4.279999999999973, So this score is being passed back up the chain of function calls to the lab assistant.
1521.28,3.6000000000001364, The lab assistant will take that score and add it to their score.
1524.88,5.599999999999909, Passes it back up the chain of function calls to the teaching assistant.
1530.48,3.2799999999999727, The teaching assistant adds that score to their score.
1533.76,1.240000000000009, Maybe they graded a problem.
1535.0,1.1199999999998909, Maybe they didn't.
1536.12,5.2800000000002," But anyway, they're compiling the results little by little back up until passes it to the instructor."
1541.4,3.0399999999999636," And then the instructor says, here you go, this is your score."
