start,duration,text
0.0,12.56," All right, everyone."
12.56,3.0, So let's get started.
15.56,3.7200000000000006, Last lecture we introduced functions.
19.28,4.359999999999999," And we saw some syntax around how to create functions, but mostly we were interested in"
23.64,5.039999999999999, kind of motivating functions as a way for us to start writing really clean code.
28.68,4.240000000000002, That's easy to debug and code that's easy to read in the future.
32.92,7.519999999999996, Today we will continue our fun adventure with functions and we'll see what it means
40.44,3.0799999999999983, to treat functions as objects.
43.519999999999996,4.240000000000009, So let's recall the example we talked about last lecture.
47.760000000000005,4.0, We created this function is even.
51.760000000000005,5.679999999999993, So the syntax for creating a function is basically the keyword df.
57.44,4.880000000000003," Because Python we're defining a function, we decide what name to give our function."
62.32,2.3599999999999923, parentheses tells Python in here.
64.67999999999999,4.160000000000011," We're going to name all the arguments, all the inputs to the function."
68.84,3.4399999999999977, The colon starts the body of the function.
72.28,6.840000000000003," The first part, it's not required, but should always kind of be in there as a way for"
79.12,4.039999999999992, us to implement abstraction is the call the doc string.
83.16,2.200000000000003, So this in green is the doc string.
85.36,4.1200000000000045, The quote starts our doc string and triple quotes ends the doc string.
89.48,7.0, And you think of the doc string also known as a specification as just a really long comment.
96.48,5.039999999999992," And in it, it's, and the doc string is kind of, I called it a contract between the person"
101.52,4.280000000000001, who writes the function and a person who uses the function.
105.8,4.640000000000001," And in the contract, the person who writes the function basically says this function is"
110.44,2.280000000000001, going to take these inputs.
112.72,5.1200000000000045, And I guarantee this function to work correctly when you give me these inputs of these types
117.84,3.319999999999993," and these restrictions on them, things like that."
121.16,3.719999999999999, And then you also state what the function is going to do.
124.88,4.439999999999998, And then you also state what the function will return.
129.32,3.680000000000007," In this particular function, we have only one line."
133.0,2.1200000000000045, This is the body of the function.
135.12,4.079999999999984, But you've hopefully seen functions that are a little bit longer as you did the practice
139.2,2.5600000000000023, from last lecture.
141.76,3.8400000000000034," And the body of the function itself, so the lines of code are basically lines of code"
145.6,1.9199999999999875, that we've seen before.
147.51999999999998,6.480000000000018, There's nothing sort of special about that except for lines that start with a return.
154.0,6.039999999999992, So lines that start with a return basically tell Python that as soon as I see this line
160.04,5.8799999999999955," with a return hit in when I'm executing my function, I need to stop executing this"
165.92,5.680000000000007," function, take the value associated with this return, and pass it back to whoever called"
171.6,1.0, me.
172.6,4.079999999999984, A function always returns something.
176.67999999999998,4.760000000000019," In this particular case, the function will return either true or false, a Boolean, but"
181.44,7.519999999999982," you can write functions, I return integers, floats, strings, things like that."
188.95999999999998,2.1200000000000045," In this case, yeah, this is what is returned."
191.07999999999998,1.0, It is possible.
192.07999999999998,3.5200000000000102, And we actually saw this in one of the utriots as we were writing our code.
195.6,5.319999999999993, It is possible to write a function that doesn't actually return anything explicitly.
200.92,2.680000000000007," So here is the, is even function."
203.6,4.840000000000003," And inside the body, the only change I've made is I've eliminated the little return keyword."
208.44,2.680000000000007," But otherwise, the work that is done is the same."
211.12,4.439999999999998," So here, I'm just calculating whether the remainder is zero or not."
215.56,4.840000000000003," So this line of code when the, when the function is executed just is replaced with either"
220.4,1.8400000000000034, true or false.
222.24,2.5999999999999943, Notice this function doesn't have a return keyword.
224.84,2.039999999999992, But all functions return something.
